-0.00,-0.06,N/A,N/A,N/A,-0.05,0.05,-0.11,N/A,N/A,-0.05,1,N/A,N/A,N/A,N/A,N/A,N/A,0.20,N/A,0.05,0.05,N/A,0.01,N/A,N/A,N/A,N/A,-0.15,0.10,-0.06,N/A,-0.10,-0.05,0.06,N/A,N/A,N/A,0.05,0.13,0.17,N/A,N/A,N/A,0.01,N/A,0.01,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,0.08,N/A,N/A,N/A,0.14,0.12,0.10,N/A,N/A,0.06,0.20,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,0.11,0.05,N/A,0.07,N/A,N/A,N/A,N/A,0.09,0.23,0.08,N/A,0.09,0.06,0.12,N/A,N/A,N/A,0.18,0.77,0.82,N/A,N/A,N/A,0.17,N/A,0.10,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.00,0.11,N/A,N/A,N/A,0.03,0.05,0.00,N/A,N/A,0.05,0.05,N/A,N/A,N/A,N/A,N/A,N/A,0.11,N/A,1,-0.02,N/A,-0.04,N/A,N/A,N/A,N/A,-0.06,0.03,-0.02,N/A,-0.04,0.05,0.04,N/A,N/A,N/A,0.15,0.10,0.08,N/A,N/A,N/A,-0.08,N/A,-0.04,N/A
-0.02,-0.07,N/A,N/A,N/A,-0.03,-0.04,-0.04,N/A,N/A,0.08,0.05,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,-0.02,1,N/A,0.04,N/A,N/A,N/A,N/A,-0.00,0.27,-0.03,N/A,-0.03,0.08,0.01,N/A,N/A,N/A,0.04,0.06,0.03,N/A,N/A,N/A,0.06,N/A,0.04,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.04,-0.00,N/A,N/A,N/A,0.02,-0.00,0.01,N/A,N/A,-0.01,0.01,N/A,N/A,N/A,N/A,N/A,N/A,0.07,N/A,-0.04,0.04,N/A,1,N/A,N/A,N/A,N/A,0.28,0.01,0.12,N/A,-0.04,-0.01,-0.02,N/A,N/A,N/A,-0.02,0.08,0.02,N/A,N/A,N/A,-0.01,N/A,0.02,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,0.07,N/A,N/A,N/A,0.11,0.03,0.13,N/A,N/A,0.01,-0.15,N/A,N/A,N/A,N/A,N/A,N/A,0.09,N/A,-0.06,-0.00,N/A,0.28,N/A,N/A,N/A,N/A,1,0.06,-0.02,N/A,0.03,0.01,0.03,N/A,N/A,N/A,-0.03,0.08,0.04,N/A,N/A,N/A,0.01,N/A,0.06,N/A
0.03,0.05,N/A,N/A,N/A,0.04,0.11,0.05,N/A,N/A,0.13,0.10,N/A,N/A,N/A,N/A,N/A,N/A,0.23,N/A,0.03,0.27,N/A,0.01,N/A,N/A,N/A,N/A,0.06,1,0.02,N/A,0.04,0.13,0.01,N/A,N/A,N/A,0.02,0.19,0.13,N/A,N/A,N/A,0.05,N/A,0.06,N/A
-0.06,0.05,N/A,N/A,N/A,0.08,-0.02,-0.04,N/A,N/A,-0.01,-0.06,N/A,N/A,N/A,N/A,N/A,N/A,0.08,N/A,-0.02,-0.03,N/A,0.12,N/A,N/A,N/A,N/A,-0.02,0.02,1,N/A,-0.01,-0.01,0.01,N/A,N/A,N/A,-0.03,0.03,0.08,N/A,N/A,N/A,0.12,N/A,-0.04,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.07,-0.01,N/A,N/A,N/A,-0.01,0.06,-0.11,N/A,N/A,0.02,-0.10,N/A,N/A,N/A,N/A,N/A,N/A,0.09,N/A,-0.04,-0.03,N/A,-0.04,N/A,N/A,N/A,N/A,0.03,0.04,-0.01,N/A,1,0.02,-0.02,N/A,N/A,N/A,0.04,0.09,0.05,N/A,N/A,N/A,0.04,N/A,0.00,N/A
-0.01,-0.10,N/A,N/A,N/A,0.14,0.04,-0.04,N/A,N/A,1.00,-0.05,N/A,N/A,N/A,N/A,N/A,N/A,0.06,N/A,0.05,0.08,N/A,-0.01,N/A,N/A,N/A,N/A,0.01,0.13,-0.01,N/A,0.02,1,0.02,N/A,N/A,N/A,0.03,-0.00,0.03,N/A,N/A,N/A,0.12,N/A,-0.06,N/A
-0.03,0.04,N/A,N/A,N/A,0.04,0.02,0.01,N/A,N/A,0.02,0.06,N/A,N/A,N/A,N/A,N/A,N/A,0.12,N/A,0.04,0.01,N/A,-0.02,N/A,N/A,N/A,N/A,0.03,0.01,0.01,N/A,-0.02,0.02,1,N/A,N/A,N/A,0.06,0.09,0.11,N/A,N/A,N/A,0.05,N/A,0.01,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.04,-0.01,N/A,N/A,N/A,0.10,0.03,0.02,N/A,N/A,0.03,0.05,N/A,N/A,N/A,N/A,N/A,N/A,0.18,N/A,0.15,0.04,N/A,-0.02,N/A,N/A,N/A,N/A,-0.03,0.02,-0.03,N/A,0.04,0.03,0.06,N/A,N/A,N/A,1,0.13,0.18,N/A,N/A,N/A,-0.04,N/A,-0.02,N/A
0.13,0.10,N/A,N/A,N/A,0.08,0.05,0.12,N/A,N/A,-0.00,0.13,N/A,N/A,N/A,N/A,N/A,N/A,0.77,N/A,0.10,0.06,N/A,0.08,N/A,N/A,N/A,N/A,0.08,0.19,0.03,N/A,0.09,-0.00,0.09,N/A,N/A,N/A,0.13,1,0.68,N/A,N/A,N/A,0.15,N/A,0.06,N/A
0.19,0.05,N/A,N/A,N/A,0.16,0.04,0.09,N/A,N/A,0.03,0.17,N/A,N/A,N/A,N/A,N/A,N/A,0.82,N/A,0.08,0.03,N/A,0.02,N/A,N/A,N/A,N/A,0.04,0.13,0.08,N/A,0.05,0.03,0.11,N/A,N/A,N/A,0.18,0.68,1,N/A,N/A,N/A,0.18,N/A,0.06,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.12,-0.04,N/A,N/A,N/A,0.14,-0.04,0.00,N/A,N/A,0.12,0.01,N/A,N/A,N/A,N/A,N/A,N/A,0.17,N/A,-0.08,0.06,N/A,-0.01,N/A,N/A,N/A,N/A,0.01,0.05,0.12,N/A,0.04,0.12,0.05,N/A,N/A,N/A,-0.04,0.15,0.18,N/A,N/A,N/A,1,N/A,0.06,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
-0.02,0.04,N/A,N/A,N/A,0.06,0.01,0.00,N/A,N/A,-0.06,0.01,N/A,N/A,N/A,N/A,N/A,N/A,0.10,N/A,-0.04,0.04,N/A,0.02,N/A,N/A,N/A,N/A,0.06,0.06,-0.04,N/A,0.00,-0.06,0.01,N/A,N/A,N/A,-0.02,0.06,0.06,N/A,N/A,N/A,0.06,N/A,1,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
